0,0,10
1000,1000,5
1000,1000,10
1070,1000,10
1140,1000,10
1210,1000,10
1280,1000,10
1350,1000,10
1420,1000,10
1490,1000,10
1560,1000,10
1630,1000,10
1700,1000,10
