0,0,15
1000,1000,5
1000,1000,15
1070,1000,15
1140,1000,15
1210,1000,15
1280,1000,15
1350,1000,15
1420,1000,15
1490,1000,15
1560,1000,15
1630,1000,15
1700,1000,15
